"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Casparius, Ben",676508,"LAD","ST","Sweeper",1.3,0,"27",27.3,"6","0.167","0.167","0.15",25,16.7,10,"0.225","0.245","0.207",20
"Zuber, Tyler",676604,"MIA","CU","Curveball",1.4,0,"15",4,"6","0.167","0.167","0.15",44.4,50,23.1,"0.137","0.161","0.13",33.3
"Fitzpatrick, Brian",702153,"MIL","SI","Sinker",0.3,0,"20",18.3,"6","0.333","0.5","0.358",33.3,16.7,33.3,"0.242","0.414","0.279",40
"Gilbert, Tyler",656457,"CWS","ST","Sweeper",-1.4,0,"34",36.2,"6","0.2","0.4","0.325",35.7,33.3,12.5,"0.128","0.265","0.257",33.3
"Strowd, Kade",669704,"AZ","FC","Cutter",-4.2,-1,"23",71.9,"6","0.333","0.333","0.5",0,16.7,20,"0.291","0.35","0.491",0
"Martin, Riley",702303,"CHC","SL","Slider",-9.6,-2,"18",15.3,"6","0.333","0.833","0.483",40,50,50,"0.184","0.656","0.346",66.7
"Callihan, Tyler",682997,"PIT","SL","Slider",1.9,0,"18",34,"6","0.2","0.2","0.267",0,0,0,"0.315","0.449","0.389",60
"Murphy, Chris",669684,"CWS","SI","Sinker",-6.2,-1,"17",3.2,"6","0.5","1","0.633",21.4,0,0,"0.428","0.675","0.473",50
"Samaniego, Tyler",701719,"BOS","FC","Cutter",-3.8,-1,"24",7.6,"6","0.5","1","0.633",33.3,0,,"0.504","1.048","0.656",16.7
"Johnson, Seth",686751,"ATH","ST","Sweeper",3.5,0,"12",2.9,"6","0.167","0.167","0.15",25,33.3,25,"0.128","0.147","0.121",25
"Devenski, Chris",606965,"PIT","FF","4-Seam Fastball",-1.1,0,"15",38.5,"6","0.333","0.333","0.3",12.5,16.7,14.3,"0.215","0.359","0.244",40
"Thornton, Zac",804267,"NYM","CU","Curveball",3.5,0,"14",2.2,"6","0","0","0.117",16.7,16.7,14.3,"0.152","0.187","0.241",25
"Backhus, Kyle",679775,"PHI","CH","Changeup",0.1,0,"37",10.5,"6","0.167","0.167","0.15",15.4,16.7,6.3,"0.197","0.238","0.192",20
"Mears, Nick",683232,"KC","CU","Curveball",0.2,0,"46",13.5,"6","0.333","0.333","0.3",26.7,33.3,22.2,"0.258","0.484","0.318",50
"Burgos, Raymond",670103,"BOS","FC","Cutter",1.2,0,"14",20.9,"6","0.167","0.667","0.333",0,0,0,"0.285","0.826","0.452",16.7
"Slaten, Justin",686580,"BOS","CU","Curveball",4.7,1,"17",3.3,"6","0.167","0.167","0.15",44.4,66.7,44.4,"0.026","0.028","0.024",0
"Hoffman, Nolan",676510,"PHI","FC","Cutter",-0.2,0,"28",34.1,"6","0.333","0.333","0.3",7.7,0,0,"0.313","0.486","0.344",33.3
"Winn, Cole",668390,"TEX","SI","Sinker",-23.7,-3,"11",1.6,"6","0.667","1.667","0.967",0,0,0,"0.443","1.036","0.611",50
"Lavender, Nate",681320,"NYM","FF","4-Seam Fastball",0.5,0,"31",59.6,"6","0.167","0.333","0.208",40,50,25,"0.057","0.066","0.055",33.3
"Seelinger, Matt",676910,"NYM","FC","Cutter",-4.3,-1,"22",42.3,"6","0.4","0.6","0.475",27.3,16.7,16.7,"0.166","0.276","0.273",25
"Rajcic, Max",691008,"STL","CU","Curveball",0.8,0,"42",25.8,"6","0","0","0.233",37.5,50,16.7,"0.015","0.018","0.243",0
"Fleming, Josh",676596,"TOR","CU","Curveball",-2.1,-1,"26",33.8,"6","0.333","0.333","0.5",23.1,0,0,"0.189","0.268","0.448",66.7
"Webb, Jacob",657097,"CHC","CU","Curveball",1.9,1,"58",6.5,"6","0.167","0.167","0.15",9.1,0,0,"0.286","0.349","0.272",83.3
"Shuster, Jared",694363,"STL","SL","Slider",3.3,1,"34",20.5,"6","0","0","0",16.7,16.7,11.1,"0.191","0.308","0.213",60
"Bummer, Aaron",607481,"KC","FF","4-Seam Fastball",-5.9,-2,"27",8.2,"6","0.5","1.167","0.692",12.5,16.7,10,"0.478","1.145","0.678",100
"Raya, Marco",694397,"MIN","ST","Sweeper",0.1,0,"27",27,"6","0.333","0.333","0.3",36.4,33.3,25,"0.349","0.411","0.332",0
"De los Santos, Yerry",660787,"NYY","FF","4-Seam Fastball",4.4,1,"20",11.6,"6","0.167","0.167","0.15",14.3,33.3,25,"0.174","0.359","0.226",50
"Bowden, Ben",641386,"ATH","FF","4-Seam Fastball",-2.1,-1,"28",70,"6","0.333","0.667","0.558",18.2,0,0,"0.298","0.689","0.556",33.3
"Murphy, Chris",669684,"CWS","CH","Changeup",1.3,0,"19",3.6,"6","0.167","0.167","0.15",50,50,30,"0.112","0.123","0.102",66.7
"Kerkering, Orion",689147,"PHI","FS","Split-Finger",0.3,0,"43",5,"6","0","0","0",50,50,13,"0.01","0.016","0.011",0
"Black, Mason",696131,"KC","FC","Cutter",-2.2,-1,"38",8.2,"6","0.25","0.25","0.383",25,0,0,"0.305","0.353","0.421",25
"Dotel, Wilber",696062,"PIT","CH","Changeup",1.3,0,"38",8.4,"6","0.167","0.167","0.15",20,16.7,8.3,"0.36","0.447","0.355",40
"Abbott, Andrew",671096,"CIN","FC","Cutter",1.5,1,"45",2,"6","0.4","0.4","0.417",46.2,16.7,33.3,"0.222","0.242","0.286",25
"Trevino, Jose",624431,"CIN","KN","Knuckleball",-7.7,-2,"26",36.1,"6","0.667","0.833","0.658",11.1,16.7,25,"0.512","0.742","0.542",40
"Sandlin, Nick",680704,"LAA","FF","4-Seam Fastball",4.4,1,"21",13.4,"6","0","0","0.117",14.3,16.7,10,"0.069","0.078","0.169",25
"Murphy, Owen",702566,"ATL","CH","Changeup",0.1,0,"24",20.7,"6","0.333","0.333","0.3",5.6,0,0,"0.513","0.739","0.538",66.7
"Wells, Tyler",669330,"TB","CU","Curveball",1.1,0,"41",4.7,"6","0.167","0.167","0.15",25,16.7,25,"0.288","0.394","0.297",40
"Harvey, Hunter",640451,"CHC","FS","Split-Finger",1.9,0,"25",32.9,"6","0","0","0.117",38.5,33.3,14.3,"0.039","0.061","0.152",33.3
"Bolton, Cody",675989,"HOU","CH","Changeup",0.1,0,"42",10.7,"6","0.167","0.167","0.15",26.7,0,0,"0.407","0.521","0.4",50
"Fernández, Julian",642759,"WSH","CH","Changeup",0.6,0,"29",40.8,"6","0","0","0.117",62.5,50,21.4,"0.001","0.001","0.117",0
"Smith, Hagen",696146,"CWS","FF","4-Seam Fastball",0.1,0,"30",47.6,"6","0","0","0.35",33.3,33.3,25,"0.073","0.077","0.384",100
"Adams, Travis",701519,"MIN","SI","Sinker",3.2,1,"36",5.8,"6","0","0","0.14",0,16.7,20,"0.183","0.313","0.309",25
"McGee, Easton",668834,"KC","ST","Sweeper",-9.5,-2,"22",18.5,"6","0.667","1.333","0.842",16.7,0,0,"0.404","0.66","0.454",16.7
"Saucedo, Tayler",642048,"LAA","ST","Sweeper",5.4,2,"28",24.3,"6","0","0","0",61.5,66.7,36.4,"0.058","0.131","0.078",50
"Hurter, Brant",676428,"DET","CH","Changeup",0,0,"40",11.1,"6","0.2","0.2","0.267",31.6,16.7,7.7,"0.279","0.302","0.33",25
"Imanaga, Shota",684007,"CHC","CU","Curveball",0.9,1,"59",2.7,"6","0.2","0.2","0.267",0,0,0,"0.354","0.6","0.461",40
"Dion, Will",702021,"WSH","SI","Sinker",-0.6,0,"21",5.9,"6","0.333","0.333","0.3",10,16.7,25,"0.15","0.178","0.143",20
"Woodruff, Brandon",605540,"MIL","CU","Curveball",2.1,1,"28",4.4,"6","0","0","0.15",22.2,33.3,28.6,"0.102","0.158","0.111",50
"Barlow, Scott",605130,"ATH","SL","Slider",-1.8,0,"23",4,"6","0","0","0.35",16.7,0,0,"0.037","0.118","0.382",33.3
"Rodriguez, Carlos",692230,"MIL","FF","4-Seam Fastball",-1.3,-1,"49",26.9,"6","0.333","0.5","0.358",5.3,0,0,"0.331","0.409","0.323",16.7
"Wicks, Jordan",696136,"CHC","SI","Sinker",-9.3,-1,"15",8.3,"6","0.6","0.6","0.567",10,0,0,"0.279","0.305","0.332",40
"Peralta, Sammy",671111,"COL","SI","Sinker",-3.1,-1,"19",38.8,"6","0.333","0.333","0.5",25,16.7,50,"0.438","0.479","0.549",0
"Mayza, Tim",641835,"PHI","FS","Split-Finger",-4.4,-1,"24",2.7,"6","0.333","0.5","0.358",25,33.3,14.3,"0.233","0.356","0.254",25
"Lynch IV, Daniel",663738,"KC","CU","Curveball",1.9,1,"51",6.8,"6","0.167","0.333","0.208",40,0,0,"0.344","0.53","0.374",66.7
"Mushinski, Parker",656786,"COL","ST","Sweeper",6.8,2,"26",29.5,"6","0","0","0",6.7,0,0,"0.134","0.159","0.126",16.7
"Corniell, Jose",692030,"TEX","CH","Changeup",-7.2,-2,"27",26,"6","0.5","1.167","0.692",57.1,33.3,25,"0.203","0.552","0.313",75
"Grove, Michael",675627,"TB","FF","4-Seam Fastball",-11.1,-2,"16",18,"6","0.5","1.167","0.692",0,16.7,50,"0.437","0.998","0.592",40
"Enns, Dietrich",608650,"BAL","FC","Cutter",-4,-1,"29",10,"6","1","1","0.68",18.2,0,0,"0.259","0.281","0.284",0
"Rashi, Taylor",688497,"AZ","FF","4-Seam Fastball",1,0,"14",31.1,"6","0.2","0.2","0.267",22.2,16.7,33.3,"0.296","0.328","0.343",50
"Hedges, Austin",595978,"CLE","CH","Changeup",5.9,1,"15",50,"6","0.167","0.167","0.15",0,0,0,"0.281","0.357","0.273",33.3
"Morales, Luis",806960,"ATH","ST","Sweeper",-6.4,-2,"24",6.9,"6","0.4","0.6","0.475",22.2,16.7,10,"0.242","0.28","0.305",25
"Carrillo, Gerardo",672629,"AZ","ST","Sweeper",5.9,1,"17",8.7,"6","0.167","0.167","0.15",30,33.3,50,"0.28","0.302","0.256",0
"Fisher, Braydon",680755,"TOR","FC","Cutter",-4.7,-1,"30",3.1,"6","0.6","0.8","0.625",23.5,0,0,"0.329","0.541","0.424",20
"Muñoz, Andrés",662253,"SEA","CH","Changeup",1.7,1,"33",4.6,"6","0","0","0",100,100,42.9,,,"0",
"Nikhazy, Doug",680951,"CWS","FF","4-Seam Fastball",3.5,1,"18",46.2,"6","0.2","0.2","0.267",14.3,0,,"0.241","0.261","0.301",40
"Morris, Kade",695034,"ATH","SL","Slider",-0.8,0,"33",15.8,"6","0.4","0.6","0.358",7.7,16.7,14.3,"0.293","0.315","0.285",80
"Leibrandt, Brandon",605335,"CIN","FF","4-Seam Fastball",-5.1,-1,"23",23.2,"6","0.2","0.8","0.333",27.3,16.7,20,"0.185","0.458","0.241",20
"Barco, Hunter",682995,"PIT","ST","Sweeper",2.8,1,"22",7.2,"6","0.167","0.167","0.15",27.3,33.3,16.7,"0.185","0.25","0.187",50
"Leibrandt, Brandon",605335,"CIN","SI","Sinker",-3.3,0,"14",14.1,"6","0.5","0.667","0.508",0,0,0,"0.466","0.998","0.617",50
"Gibson, Cade",806188,"MIA","CH","Changeup",-3.7,-1,"37",6.5,"6","0.5","0.667","0.508",13.3,16.7,7.7,"0.279","0.395","0.289",80
"Newcomb, Sean",656794,"CWS","CU","Curveball",1.2,0,"23",2.3,"6","0","0","0.117",20,33.3,12.5,"0.098","0.1","0.191",33.3
"Saucedo, Tayler",642048,"LAA","SL","Slider",-2.1,-1,"29",25.2,"6","0.4","0.6","0.475",37.5,0,0,"0.269","0.616","0.429",20
"Granillo, Andre",701552,"WSH","SI","Sinker",-5.6,-1,"26",13.1,"6","0.5","0.75","0.592",8.3,0,0,"0.255","0.294","0.394",25
"Cosgrove, Tom",676680,"WSH","SI","Sinker",-5.2,-1,"15",8.8,"6","0.4","0.6","0.475",12.5,0,0,"0.406","0.572","0.468",40
"Richardson, Lyon",680689,"MIL","SI","Sinker",-8.9,-2,"24",35.3,"6","0.25","1","0.68",0,16.7,33.3,"0.369","1.269","0.684",33.3
"Ragans, Cole",666142,"KC","CU","Curveball",-6.9,-4,"54",8.5,"6","0.8","2.6","1.267",12.5,0,0,"0.626","2.283","1.111",60
"Murdock, Noah",668716,"PIT","CU","Curveball",1.4,0,"20",33.9,"6","0.167","0.167","0.15",42.9,33.3,20,"0.134","0.148","0.126",50
"Koenig, Jared",657649,"MIL","CH","Changeup",-2,-1,"31",19.3,"6","0.333","0.667","0.417",37.5,33.3,22.2,"0.059","0.076","0.059",0
"Garcia, Julian",670062,"CIN","SL","Slider",3,1,"49",13,"6","0","0","0.117",28.6,33.3,33.3,"0.031","0.036","0.141",0
"Senga, Kodai",673540,"NYM","SI","Sinker",-0.6,0,"33",3.7,"6","0.2","0.8","0.45",14.3,16.7,33.3,"0.231","0.835","0.483",50
"Henry, Cole",669371,"WSH","SI","Sinker",-5.3,-1,"28",9.9,"6","0.667","1.167","0.783",27.8,33.3,18.2,"0.379","0.551","0.402",50
"Canning, Griffin",656288,"SD","ST","Sweeper",1.4,1,"44",3.5,"6","0","0","0.117",30,66.7,25,"0.01","0.012","0.124",0
"Falter, Bailey",663559,"KC","CU","Curveball",-10.2,-2,"17",9.4,"6","0.5","1","0.633",27.3,16.7,25,"0.429","0.682","0.477",60
"Yan, Jefry",642376,"NYM","SL","Slider",-1.9,0,"22",31.9,"6","0.25","0.25","0.383",71.4,50,33.3,"0.067","0.075","0.276",100
"Fleming, Josh",676596,"TOR","SI","Sinker",-4.2,-1,"29",37.7,"6","0.6","1.2","0.633",0,0,0,"0.396","1.021","0.559",66.7
"Pintaro, Jonathan",702752,"NYM","FF","4-Seam Fastball",1.1,0,"25",9.6,"6","0","0","0.233",22.2,66.7,30.8,,,"0.233",
"Ragans, Cole",666142,"KC","FC","Cutter",-1,0,"36",5.6,"6","0.4","0.4","0.567",22.2,0,0,"0.31","0.349","0.355",40
"Duarte, Daniel",650960,"NYM","FF","4-Seam Fastball",1.9,1,"38",14.6,"6","0","0","0",18.8,16.7,6.3,"0.16","0.246","0.175",20
"Sands, Cole",663485,"MIN","FS","Split-Finger",-3.2,-1,"34",16.3,"6","0.2","0.8","0.4",28.6,16.7,10,"0.289","0.779","0.445",20
"Saucedo, Tayler",642048,"LAA","FF","4-Seam Fastball",-5.3,-1,"23",20,"6","0.333","1","0.542",25,33.3,25,"0.281","0.76","0.431",75
"Matsui, Yuki",673513,"SD","SI","Sinker",0.5,0,"20",2.7,"6","0","0","0.233",0,0,0,"0.141","0.163","0.321",0
"Blewett, Scott",656240,"ATH","SI","Sinker",1,0,"24",12.2,"6","0.333","0.5","0.358",8.3,0,0,"0.153","0.168","0.141",16.7
"Murray, Jayden",681151,"CHC","SI","Sinker",-0.5,0,"29",9.5,"6","0.5","0.5","0.533",14.3,0,0,"0.396","0.429","0.476",25
"Shook, TJ",669298,"COL","CH","Changeup",-9.7,-2,"20",20,"6","0.333","1","0.542",25,33.3,28.6,"0.134","0.204","0.138",25
"Cruz, Fernando",518585,"NYY","SI","Sinker",3.1,1,"25",2.9,"6","0","0","0.233",11.1,16.7,33.3,"0.117","0.128","0.303",33.3
"Raya, Marco",694397,"MIN","CH","Changeup",2.6,0,"17",17,"6","0.167","0.167","0.15",33.3,16.7,25,"0.184","0.226","0.178",20
"Manoah, Alek",666201,"LAA","SL","Slider",-2.2,0,"23",14.3,"6","0","0","0.35",40,16.7,9.1,"0.018","0.031","0.361",0
"Muñoz, Rolddy",691548,"ATL","SI","Sinker",-11,-2,"15",30.6,"6","0.6","1.2","0.75",16.7,0,0,"0.455","0.977","0.619",60
"Sandlin, David",689818,"CWS","SI","Sinker",0.2,0,"36",8.8,"6","0","0","0.233",7.1,33.3,25,"0.038","0.041","0.258",0
"Falter, Bailey",663559,"KC","FS","Split-Finger",-3.9,-1,"18",10,"6","0.333","0.5","0.358",42.9,50,75,"0.186","0.253","0.19",66.7
"Díaz, Yilber",700270,"DET","SL","Slider",-4.1,-1,"30",40.5,"5","0.5","0.75","0.57",20,40,20,"0.399","0.482","0.448",50
"Waldrep, Hurston",694462,"ATL","FC","Cutter",2,1,"34",15.8,"5","0","0","0.14",7.7,0,0,"0.118","0.179","0.242",25
"Weisenburger, Jack",674073,"NYM","ST","Sweeper",7.7,1,"18",40.9,"5","0","0","0",30.8,40,22.2,"0.123","0.351","0.194",33.3
"Edwards Jr., Carl",605218,"NYM","CH","Changeup",4.7,1,"16",16.2,"5","0","0","0.14",55.6,60,50,"0.159","0.238","0.275",100
"Muñoz, Rolddy",691548,"ATL","SL","Slider",-1.4,0,"28",57.1,"5","0.4","0.4","0.36",40,40,16.7,"0.238","0.43","0.285",66.7
"Mederos, Victor",682989,"ATL","CH","Changeup",-3.3,-1,"29",9.7,"5","0.4","0.4","0.36",54.5,40,13.3,"0.233","0.254","0.216",0
"Fitzpatrick, Brian",702153,"MIL","FF","4-Seam Fastball",0.1,0,"23",21.1,"5","0.25","0.25","0.32",20,40,18.2,"0.33","0.353","0.38",50
"Solesky, Chase",686678,"TB","ST","Sweeper",2.6,0,"15",25.9,"5","0","0","0.18",0,40,25,"0.083","0.095","0.076",0
"Curry, Xzavion",675540,"NYM","SI","Sinker",0.9,0,"19",7.9,"5","0.25","0.5","0.39",14.3,20,100,"0.297","0.342","0.36",0
"Del Castillo, Adrian",680728,"AZ","CU","Curveball",-10.7,-1,"7",43.8,"5","0.6","0.6","0.54",0,0,,"0.569","0.748","0.566",80
"Hamilton, Ian",641656,"ATL","FF","4-Seam Fastball",1.4,0,"25",27.2,"5","0.25","0.25","0.32",22.2,20,16.7,"0.309","0.403","0.385",66.7
"Grove, Michael",675627,"TB","SI","Sinker",-0.1,0,"18",20.2,"5","0.2","0.8","0.4",10,0,0,"0.244","0.69","0.383",20
"Grove, Michael",675627,"TB","FC","Cutter",-16.4,-2,"14",15.7,"5","0.4","1","0.58",25,0,0,"0.495","1.53","0.839",60
"Scott, Christian",681035,"NYM","SI","Sinker",-3.7,-1,"27",1.9,"5","0.5","0.5","0.5",20,0,0,"0.245","0.301","0.33",50
"Thomas, Connor",671162,"ATL","FC","Cutter",-7.7,-1,"18",13,"5","0.6","1.2","0.76",8.3,0,0,"0.424","0.944","0.579",60
"Oviedo, Johan",670912,"BOS","SL","Slider",-4.1,-1,"14",19.4,"5","0.25","1","0.54",25,40,66.7,"0.279","0.868","0.518",50
"Flores Jr., Rafael",804668,"PIT","SL","Slider",-1.1,0,"7",87.5,"5","0.4","0.4","0.36",16.7,0,,"0.356","0.482","0.362",80
"Lee, Chase",695445,"TOR","CH","Changeup",-3.2,0,"10",10.4,"5","0.4","0.4","0.36",0,0,0,"0.433","0.546","0.426",60
"Curtis, Khristian",694753,"PIT","FC","Cutter",3.2,1,"22",32.4,"5","0","0","0.28",37.5,20,33.3,"0.071","0.083","0.321",0
"Matsui, Yuki",673513,"SD","ST","Sweeper",-2.9,-1,"31",4.1,"5","0.2","0.8","0.4",27.3,60,17.6,"0.238","0.668","0.376",100
"Brito, Jhony",666745,"SD","SI","Sinker",-5.8,-1,"17",21.8,"5","0.6","1.2","0.76",16.7,0,0,"0.372","0.656","0.439",60
"Blach, Ty",621389,"CHC","SI","Sinker",7.4,1,"19",63.3,"5","0","0","0",14.3,20,33.3,"0.264","0.303","0.244",75
"Ferguson, Tyler",621053,"CHC","SL","Slider",-1.8,0,"23",9,"5","0.2","0.4","0.25",14.3,0,0,"0.183","0.41","0.246",40
"Seelinger, Matt",676910,"NYM","FF","4-Seam Fastball",-7.6,-2,"20",38.5,"5","0.5","1.5","0.79",33.3,20,33.3,"0.272","0.739","0.47",66.7
"Kriske, Brooks",621139,"ATH","FS","Split-Finger",6.4,1,"19",50,"5","0","0","0",44.4,40,33.3,"0.231","0.259","0.214",33.3
"Blewett, Scott",656240,"ATH","FS","Split-Finger",-3.9,-1,"20",10.2,"5","0.4","0.4","0.36",0,0,0,"0.539","0.654","0.513",20
"Morris, Kade",695034,"ATH","CH","Changeup",-11.3,-2,"19",9.1,"5","0.8","1.4","0.94",22.2,0,0,"0.611","0.987","0.682",60
"Lucchesi, Joey",664192,"LAA","CU","Curveball",-0.5,0,"30",27,"5","0.25","0.25","0.32",44.4,20,10,"0.233","0.258","0.313",66.7
"McCullers Jr., Lance",621121,"MIL","FF","4-Seam Fastball",-6.6,-2,"29",3.7,"5","0.4","1.2","0.83",33.3,0,0,"0.357","0.646","0.427",40
"Black, Mason",696131,"KC","CU","Curveball",-1.8,0,"25",5.4,"5","0.4","0.4","0.36",14.3,20,14.3,"0.227","0.254","0.21",50
"Sandlin, Nick",680704,"LAA","SI","Sinker",-10.5,-1,"14",8.9,"5","0.333","1.333","0.54",12.5,0,0,"0.487","1.855","0.757",100
"Doval, Camilo",666808,"PIT","CH","Changeup",2.3,1,"24",3.1,"5","0","0","0",62.5,60,23.1,"0.039","0.096","0.055",0
"Rom, Drew",680723,"ATH","SI","Sinker",2.1,0,"23",18.3,"5","0.25","0.25","0.32",36.4,40,50,"0.111","0.118","0.22",100
"Hollowell, Gavin",668970,"CHC","CH","Changeup",1.2,0,"23",9.1,"5","0.2","0.4","0.25",63.6,40,25,"0.221","0.515","0.307",66.7
"Rock, Joe",697812,"CWS","SI","Sinker",0.7,0,"20",10.3,"5","0.25","0.5","0.39",0,20,100,"0.183","0.298","0.306",100
"Corniell, Jose",692030,"TEX","FC","Cutter",-4,-1,"15",14.4,"5","0.4","0.6","0.43",18.2,0,0,"0.259","0.391","0.279",40
"Peralta, Sammy",671111,"COL","CH","Changeup",8,1,"9",18.4,"5","0","0","0.14",60,40,100,"0.155","0.179","0.256",50
"Smith, Shane",681343,"CWS","SI","Sinker",-2.1,-1,"32",14.2,"5","0.5","0.75","0.57",0,20,16.7,"0.472","0.53","0.492",33.3
"Black, Mason",696131,"KC","CH","Changeup",-1.2,0,"22",4.8,"5","0.4","0.4","0.36",28.6,20,16.7,"0.316","0.426","0.323",75
"Bellozo, Valente",678368,"COL","SI","Sinker",-6.3,-1,"19",11.2,"5","0.4","1","0.58",0,0,0,"0.408","0.944","0.571",40
"Fulton, Dax",690978,"MIA","CH","Changeup",3.5,1,"15",6.3,"5","0.2","0.2","0.18",33.3,0,0,"0.284","0.308","0.261",20
"Lee, Chase",695445,"TOR","FF","4-Seam Fastball",-1.1,0,"14",14.6,"5","0","0","0.42",40,20,16.7,"0.009","0.026","0.426",100
"Thompson, Keegan",624522,"COL","ST","Sweeper",-0.1,0,"19",9.7,"5","0.2","0.4","0.25",50,40,50,"0.252","0.682","0.389",33.3
"Funderburk, Kody",681892,"MIN","SL","Slider",2.2,1,"36",5.7,"5","0","0","0",18.2,0,0,"0.229","0.247","0.208",40
"Mejia, Juan",675848,"COL","CH","Changeup",-0.9,0,"27",2.8,"5","0.25","0.5","0.39",20,20,16.7,"0.208","0.368","0.334",33.3
"Thomas, Connor",671162,"ATL","CH","Changeup",-3.9,-1,"30",21.7,"5","0.5","0.5","0.5",27.3,0,0,"0.42","0.556","0.475",50
"Brieske, Beau",689225,"DET","SI","Sinker",4.4,1,"22",14.8,"5","0.2","0.2","0.18",20,20,16.7,"0.288","0.487","0.327",75
"Estévez, Carlos",608032,"KC","FF","4-Seam Fastball",-14.9,-2,"15",55.6,"5","1","2","1.04",16.7,0,0,"0.579","1.242","0.737",100
"Irvin, Cole",608344,"LAD","FF","4-Seam Fastball",3.9,1,"21",20.6,"5","0","0","0.14",10,20,12.5,"0.182","0.28","0.299",66.7
"Eflin, Zach",621107,"BAL","SI","Sinker",-2.3,0,"14",18.9,"5","0.5","0.5","0.5",50,40,40,"0.26","0.283","0.329",100
"Varland, Louis",686973,"TOR","SI","Sinker",-3.3,-1,"26",2.6,"5","0.5","0.5","0.5",0,0,0,"0.301","0.365","0.372",25
"Fleming, Josh",676596,"TOR","CH","Changeup",-0.5,0,"18",23.4,"5","0.4","0.4","0.36",25,20,20,"0.39","0.467","0.377",50
"Barco, Hunter",682995,"PIT","CH","Changeup",-3.6,-1,"22",7.2,"5","0.333","0.333","0.46",33.3,20,20,"0.155","0.175","0.365",50
"Montgomery, Jordan",656756,"TEX","CH","Changeup",-8.8,-1,"13",16.5,"5","0.4","1","0.58",33.3,20,16.7,"0.317","0.646","0.404",50
"Javier, Cristian",664299,"HOU","SI","Sinker",1.7,0,"12",2.1,"5","0.25","0.25","0.32",16.7,0,,"0.282","0.418","0.376",50
"Stallings, Garrett",668831,"MIL","FC","Cutter",3.3,1,"35",28.7,"5","0","0","0.14",28.6,40,25,"0.032","0.037","0.165",0
"Ober, Bailey",641927,"MIN","CU","Curveball",-0.8,0,"25",1.6,"5","0.25","0.5","0.39",0,0,0,"0.415","1.048","0.628",25
"Schlittler, Cam",693645,"NYY","SL","Slider",2.1,1,"28",1.2,"5","0","0","0",25,20,7.7,"0.168","0.331","0.207",25
"Go, Woo-Suk",808970,"MIN","CU","Curveball",3.6,0,"13",15.1,"5","0.2","0.2","0.18",50,40,40,"0.129","0.149","0.122",0
"Andrews, Tanner",681084,"TOR","FS","Split-Finger",-2.7,0,"18",41.9,"5","0.25","0.25","0.32",25,20,20,"0.11","0.115","0.219",0
"Verlander, Justin",434378,"DET","CU","Curveball",-6.6,-1,"14",17.5,"5","0.5","0.5","0.5",16.7,20,12.5,"0.381","0.44","0.428",66.7
"Taillon, Jameson",592791,"TOR","SL","Slider",-0.1,0,"14",1,"5","0.2","0.4","0.25",20,20,10,"0.318","0.382","0.309",50
"Brogdon, Connor",641401,"CLE","FC","Cutter",0.1,0,"27",10.1,"5","0.2","0.8","0.4",36.4,0,0,"0.297","0.734","0.429",40
"Shuster, Jared",694363,"STL","SI","Sinker",-7,-1,"21",12.7,"5","0.667","1","0.71",0,0,0,"0.496","0.681","0.581",100
"Van Eyk, CJ",669310,"TOR","CH","Changeup",2.4,1,"29",22.7,"5","0.2","0.2","0.18",20,0,0,"0.135","0.146","0.124",0
"Treinen, Blake",595014,"LAD","FC","Cutter",4.8,2,"35",9.4,"5","0.2","0.2","0.18",25,40,22.2,"0.131","0.206","0.145",66.7
"Beeks, Jalen",656222,"TEX","FC","Cutter",-4.5,-2,"37",9.1,"5","0.4","1.6","0.8",30,20,20,"0.447","1.664","0.864",75
"Mathews, Quinn",687273,"STL","SL","Slider",-1.2,0,"23",23.7,"5","0.5","0.5","0.5",23.1,20,10,"0.2","0.212","0.286",33.3
"Paez, Jedixson",699151,"CWS","CH","Changeup",-0.6,0,"15",23.1,"5","0","0","0.28",37.5,0,0,"0.267","0.298","0.431",33.3
"Keller, Brian",662144,"PHI","FC","Cutter",6.2,1,"13",33.3,"5","0.2","0.2","0.18",9.1,0,0,"0.247","0.484","0.307",40
"Ferguson, Tyler",621053,"CHC","FC","Cutter",4.1,1,"20",7.8,"5","0.2","0.2","0.18",10,0,0,"0.224","0.244","0.206",40
"Alexander, Jason",669920,"HOU","ST","Sweeper",-6.5,-1,"18",6,"5","0.4","1.2","0.65",20,20,50,"0.264","0.729","0.411",50
"Senzatela, Antonio",622608,"MIL","SL","Slider",-0.6,0,"21",2.4,"5","0","0","0.18",0,0,0,"0.156","0.192","0.13",20
"Pallante, Andre",669467,"STL","FS","Split-Finger",0.6,0,"58",2.7,"5","0","0","0",28.6,0,0,"0.188","0.224","0.178",40
"Santos, Winston",692437,"TEX","FF","4-Seam Fastball",-3.4,-1,"18",54.5,"5","0.25","1","0.54",0,0,0,"0.334","0.801","0.519",25
"Fitzpatrick, Brian",702153,"MIL","SL","Slider",-1.2,0,"20",18.3,"5","0.333","0.333","0.46",33.3,0,0,"0.148","0.164","0.364",66.7
"Buttó, José",676130,"SF","SI","Sinker",-8.3,-2,"25",39.7,"5","0.75","1.5","0.9",12.5,0,,"0.467","0.765","0.563",25
